Cancer.Site,Stage.At.Diagnosis,Geography,Year,Age.Group,Gender,Race,Average.Annual.Population,Average.Annual.Observations,Age.Adj..Rate.per.100.000,X95..CI,counties
Liver and Intrahepatic Bile Duct,All,Mason,2016-2020,All,All,All,64496,9,7.9,"[5.6, 11.2]",Mason
Liver and Intrahepatic Bile Duct,All,Okanogan,2016-2020,All,Male,All,21467,3,8.9,"[5.1, 16.0]",Okanogan
Liver and Intrahepatic Bile Duct,All,Okanogan,2016-2020,All,Female,All,20466,NR,NR,NR,Okanogan
Liver and Intrahepatic Bile Duct,All,Okanogan,2016-2020,All,All,All,41932,5,6.9,"[4.5, 10.9]",Okanogan
Liver and Intrahepatic Bile Duct,All,Pacific,2016-2020,All,Male,All,11357,3,15.0,"[8.6, 28.5]",Pacific
Liver and Intrahepatic Bile Duct,All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Liver and Intrahepatic Bile Duct,All,Pacific,2016-2020,All,All,All,22755,5,10.1,"[6.4, 17.6]",Pacific
Liver and Intrahepatic Bile Duct,All,Pend Oreille,2016-2020,All,Male,All,6738,NR,NR,NR,Pend Oreille
Liver and Intrahepatic Bile Duct,All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Liver and Intrahepatic Bile Duct,All,Pend Oreille,2016-2020,All,All,All,13280,2,7.7,"[3.8, 18.7]",Pend Oreille
Liver and Intrahepatic Bile Duct,All,Pierce,2016-2020,All,Male,All,442332,50,10.7,"[9.4, 12.2]",Pierce
Liver and Intrahepatic Bile Duct,All,Pierce,2016-2020,All,Female,All,449353,26,4.8,"[4.0, 5.8]",Pierce
Liver and Intrahepatic Bile Duct,All,Pierce,2016-2020,All,All,All,891685,77,7.5,"[6.8, 8.3]",Pierce
Liver and Intrahepatic Bile Duct,All,San Juan,2016-2020,All,Male,All,8396,NR,NR,NR,San Juan
Liver and Intrahepatic Bile Duct,All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Liver and Intrahepatic Bile Duct,All,San Juan,2016-2020,All,All,All,17238,3,6.5,"[3.5, 16.6]",San Juan
Liver and Intrahepatic Bile Duct,All,Skagit,2016-2020,All,Male,All,62062,7,8.1,"[5.6, 11.6]",Skagit
Liver and Intrahepatic Bile Duct,All,Skagit,2016-2020,All,Female,All,63868,4,4.2,"[2.6, 7.0]",Skagit
Liver and Intrahepatic Bile Duct,All,Skagit,2016-2020,All,All,All,125929,12,6.1,"[4.6, 8.1]",Skagit
Liver and Intrahepatic Bile Duct,All,Skamania,2016-2020,All,Male,All,5817,NR,NR,NR,Skamania
Liver and Intrahepatic Bile Duct,All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Liver and Intrahepatic Bile Duct,All,Skamania,2016-2020,All,All,All,11424,NR,NR,NR,Skamania
Liver and Intrahepatic Bile Duct,All,Snohomish,2016-2020,All,Male,All,399947,45,10.4,"[9.0, 12.0]",Snohomish
Liver and Intrahepatic Bile Duct,All,Snohomish,2016-2020,All,Female,All,400972,19,4.0,"[3.2, 4.9]",Snohomish
Liver and Intrahepatic Bile Duct,All,Snohomish,2016-2020,All,All,All,800919,64,6.9,"[6.2, 7.8]",Snohomish
Liver and Intrahepatic Bile Duct,All,Spokane,2016-2020,All,Male,All,258269,37,11.8,"[10.1, 13.7]",Spokane
Liver and Intrahepatic Bile Duct,All,Spokane,2016-2020,All,Female,All,263176,15,4.3,"[3.3, 5.4]",Spokane
Liver and Intrahepatic Bile Duct,All,Spokane,2016-2020,All,All,All,521445,52,7.7,"[6.7, 8.7]",Spokane
Liver and Intrahepatic Bile Duct,All,Stevens,2016-2020,All,Male,All,22895,4,11.6,"[6.6, 20.0]",Stevens
Liver and Intrahepatic Bile Duct,All,Stevens,2016-2020,All,Female,All,22748,NR,NR,NR,Stevens
Liver and Intrahepatic Bile Duct,All,Stevens,2016-2020,All,All,All,45643,5,7.0,"[4.4, 11.4]",Stevens
Liver and Intrahepatic Bile Duct,All,Thurston,2016-2020,All,Male,All,139164,17,9.5,"[7.5, 11.9]",Thurston
Liver and Intrahepatic Bile Duct,All,Thurston,2016-2020,All,Female,All,146165,11,5.3,"[4.0, 7.1]",Thurston
Liver and Intrahepatic Bile Duct,All,Thurston,2016-2020,All,All,All,285329,28,7.3,"[6.1, 8.7]",Thurston
Liver and Intrahepatic Bile Duct,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Liver and Intrahepatic Bile Duct,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Liver and Intrahepatic Bile Duct,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Liver and Intrahepatic Bile Duct,All,Walla Walla,2016-2020,All,Male,All,31463,4,8.1,"[4.8, 13.7]",Walla Walla
Liver and Intrahepatic Bile Duct,All,Walla Walla,2016-2020,All,Female,All,30305,2,4.7,"[2.3, 9.8]",Walla Walla
Liver and Intrahepatic Bile Duct,All,Walla Walla,2016-2020,All,All,All,61767,6,6.4,"[4.3, 9.7]",Walla Walla
Liver and Intrahepatic Bile Duct,All,Whatcom,2016-2020,All,Male,All,108211,9,5.9,"[4.3, 8.2]",Whatcom
Liver and Intrahepatic Bile Duct,All,Whatcom,2016-2020,All,Female,All,111712,5,3.0,"[1.9, 4.7]",Whatcom
Liver and Intrahepatic Bile Duct,All,Whatcom,2016-2020,All,All,All,219923,13,4.4,"[3.4, 5.7]",Whatcom
Liver and Intrahepatic Bile Duct,All,Whitman,2016-2020,All,Male,All,23667,NR,NR,NR,Whitman
Liver and Intrahepatic Bile Duct,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Liver and Intrahepatic Bile Duct,All,Whitman,2016-2020,All,All,All,47329,2,5.0,"[2.5, 9.8]",Whitman
Liver and Intrahepatic Bile Duct,All,Yakima,2016-2020,All,Male,All,126641,14,10.3,"[8.0, 13.1]",Yakima
Liver and Intrahepatic Bile Duct,All,Yakima,2016-2020,All,Female,All,127169,7,5.0,"[3.5, 7.0]",Yakima
Liver and Intrahepatic Bile Duct,All,Yakima,2016-2020,All,All,All,253810,22,7.5,"[6.2, 9.1]",Yakima
Lung and Bronchus,All,Adams,2016-2020,All,Male,All,10282,4,46.6,"[27.8, 74.9]",Adams
Lung and Bronchus,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Lung and Bronchus,All,Adams,2016-2020,All,All,All,20172,5,32.4,"[21.3, 47.6]",Adams
Lung and Bronchus,All,Asotin,2016-2020,All,Male,All,10756,7,39.3,"[27.4, 57.3]",Asotin
Lung and Bronchus,All,Asotin,2016-2020,All,Female,All,11370,7,34.8,"[24.4, 50.9]",Asotin
Lung and Bronchus,All,Asotin,2016-2020,All,All,All,22126,15,36.4,"[28.5, 47.1]",Asotin
Lung and Bronchus,All,Benton,2016-2020,All,Male,All,98978,32,29.6,"[25.1, 34.8]",Benton
Lung and Bronchus,All,Benton,2016-2020,All,Female,All,99958,34,27.6,"[23.6, 32.2]",Benton
Lung and Bronchus,All,Benton,2016-2020,All,All,All,198936,66,28.6,"[25.6, 32.0]",Benton
Lung and Bronchus,All,Chelan,2016-2020,All,Male,All,38595,16,30.4,"[24.0, 38.4]",Chelan
Lung and Bronchus,All,Chelan,2016-2020,All,Female,All,38682,19,31.2,"[25.1, 38.7]",Chelan
Lung and Bronchus,All,Chelan,2016-2020,All,All,All,77278,36,31.0,"[26.5, 36.2]",Chelan
Lung and Bronchus,All,Clallam,2016-2020,All,Male,All,37283,26,35.2,"[29.1, 43.0]",Clallam
Lung and Bronchus,All,Clallam,2016-2020,All,Female,All,38345,28,32.2,"[26.8, 39.2]",Clallam
Lung and Bronchus,All,Clallam,2016-2020,All,All,All,75628,54,33.7,"[29.6, 38.6]",Clallam
Lung and Bronchus,All,Clark,2016-2020,All,Male,All,237977,95,37.1,"[33.7, 40.8]",Clark
Lung and Bronchus,All,Clark,2016-2020,All,Female,All,243884,94,30.8,"[28.1, 33.8]",Clark
Lung and Bronchus,All,Clark,2016-2020,All,All,All,481861,189,33.5,"[31.3, 35.8]",Clark
Lung and Bronchus,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Lung and Bronchus,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Lung and Bronchus,All,Columbia,2016-2020,All,All,All,3971,3,30.2,"[16.0, 65.9]",Columbia
Lung and Bronchus,All,Cowlitz,2016-2020,All,Male,All,53421,35,49.7,"[42.5, 58.2]",Cowlitz
Lung and Bronchus,All,Cowlitz,2016-2020,All,Female,All,54522,37,45.5,"[39.1, 53.0]",Cowlitz
Lung and Bronchus,All,Cowlitz,2016-2020,All,All,All,107943,72,47.2,"[42.4, 52.6]",Cowlitz
Lung and Bronchus,All,Douglas,2016-2020,All,Male,All,20946,8,31.3,"[22.0, 44.0]",Douglas
Lung and Bronchus,All,Douglas,2016-2020,All,Female,All,20701,9,30.8,"[22.2, 42.4]",Douglas
Lung and Bronchus,All,Douglas,2016-2020,All,All,All,41647,16,30.7,"[24.3, 38.6]",Douglas
Lung and Bronchus,All,Ferry,2016-2020,All,Male,All,3694,3,44.3,"[22.4, 91.2]",Ferry
Lung and Bronchus,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Lung and Bronchus,All,Ferry,2016-2020,All,All,All,7245,4,34.0,"[20.4, 59.1]",Ferry
Lung and Bronchus,All,Franklin,2016-2020,All,Male,All,47829,12,33.9,"[25.4, 44.7]",Franklin
Lung and Bronchus,All,Franklin,2016-2020,All,Female,All,44703,11,30.4,"[22.6, 40.2]",Franklin
Lung and Bronchus,All,Franklin,2016-2020,All,All,All,92532,22,32.6,"[26.6, 39.6]",Franklin
Lung and Bronchus,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Lung and Bronchus,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Lung and Bronchus,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Lung and Bronchus,All,Grant,2016-2020,All,Male,All,49209,19,39.3,"[31.7, 48.4]",Grant
Lung and Bronchus,All,Grant,2016-2020,All,Female,All,46950,16,28.8,"[22.7, 36.2]",Grant
Lung and Bronchus,All,Grant,2016-2020,All,All,All,96159,35,33.6,"[28.7, 39.1]",Grant
Lung and Bronchus,All,Grays Harbor,2016-2020,All,Male,All,38179,25,44.3,"[36.7, 53.5]",Grays Harbor
Lung and Bronchus,All,Grays Harbor,2016-2020,All,Female,All,36373,27,42.9,"[35.9, 51.6]",Grays Harbor
Lung and Bronchus,All,Grays Harbor,2016-2020,All,All,All,74552,53,43.7,"[38.4, 49.7]",Grays Harbor
Lung and Bronchus,All,Island,2016-2020,All,Male,All,42072,18,25.1,"[20.0, 31.8]",Island
Lung and Bronchus,All,Island,2016-2020,All,Female,All,42860,19,24.3,"[19.5, 30.7]",Island
Lung and Bronchus,All,Island,2016-2020,All,All,All,84932,36,24.7,"[21.2, 29.0]",Island
Lung and Bronchus,All,Jefferson,2016-2020,All,Male,All,15920,11,27.1,"[19.9, 39.8]",Jefferson
Lung and Bronchus,All,Jefferson,2016-2020,All,Female,All,16416,10,23.0,"[16.9, 35.8]",Jefferson
Lung and Bronchus,All,Jefferson,2016-2020,All,All,All,32336,21,24.8,"[20.1, 32.3]",Jefferson
Lung and Bronchus,All,King,2016-2020,All,Male,All,1096115,293,29.2,"[27.7, 30.8]",King
Lung and Bronchus,All,King,2016-2020,All,Female,All,1094637,271,21.7,"[20.5, 22.9]",King
Lung and Bronchus,All,King,2016-2020,All,All,All,2190752,563,25.0,"[24.1, 26.0]",King
Lung and Bronchus,All,Kitsap,2016-2020,All,Male,All,136205,60,37.3,"[33.1, 42.0]",Kitsap
Lung and Bronchus,All,Kitsap,2016-2020,All,Female,All,132989,49,25.3,"[22.1, 28.8]",Kitsap
Lung and Bronchus,All,Kitsap,2016-2020,All,All,All,269194,109,30.6,"[28.0, 33.4]",Kitsap
Lung and Bronchus,All,Kittitas,2016-2020,All,Male,All,22480,9,36.4,"[26.5, 49.8]",Kittitas
Lung and Bronchus,All,Kittitas,2016-2020,All,Female,All,22165,7,23.4,"[16.1, 34.1]",Kittitas
Lung and Bronchus,All,Kittitas,2016-2020,All,All,All,44645,16,29.3,"[23.2, 37.1]",Kittitas
Lung and Bronchus,All,Klickitat,2016-2020,All,Male,All,11295,9,51.7,"[36.8, 73.0]",Klickitat
Lung and Bronchus,All,Klickitat,2016-2020,All,Female,All,10818,6,32.1,"[21.6, 49.5]",Klickitat
Lung and Bronchus,All,Klickitat,2016-2020,All,All,All,22113,15,40.9,"[31.9, 53.0]",Klickitat
Lung and Bronchus,All,Lewis,2016-2020,All,Male,All,40168,24,42.5,"[35.1, 51.5]",Lewis
Lung and Bronchus,All,Lewis,2016-2020,All,Female,All,40148,25,37.7,"[31.3, 45.5]",Lewis
Lung and Bronchus,All,Lewis,2016-2020,All,All,All,80317,50,39.6,"[34.8, 45.2]",Lewis
Lung and Bronchus,All,Lincoln,2016-2020,All,Male,All,5414,4,36.5,"[21.4, 67.0]",Lincoln
Lung and Bronchus,All,Lincoln,2016-2020,All,Female,All,5351,2,20.0,"[9.9, 47.8]",Lincoln
Lung and Bronchus,All,Lincoln,2016-2020,All,All,All,10765,6,27.7,"[18.5, 44.4]",Lincoln
Lung and Bronchus,All,Mason,2016-2020,All,Male,All,33239,26,51.7,"[42.8, 62.5]",Mason
Lung and Bronchus,All,Mason,2016-2020,All,Female,All,31257,22,40.8,"[33.4, 50.3]",Mason
Lung and Bronchus,All,Mason,2016-2020,All,All,All,64496,48,46.1,"[40.2, 52.9]",Mason
Lung and Bronchus,All,Okanogan,2016-2020,All,Male,All,21467,14,41.1,"[31.7, 53.5]",Okanogan
Lung and Bronchus,All,Okanogan,2016-2020,All,Female,All,20466,13,39.9,"[30.6, 52.6]",Okanogan
Lung and Bronchus,All,Okanogan,2016-2020,All,All,All,41932,27,40.6,"[33.8, 48.8]",Okanogan
Lung and Bronchus,All,Pacific,2016-2020,All,Male,All,11357,11,46.5,"[34.7, 64.4]",Pacific
Lung and Bronchus,All,Pacific,2016-2020,All,Female,All,11398,9,36.0,"[25.9, 54.3]",Pacific
Lung and Bronchus,All,Pacific,2016-2020,All,All,All,22755,20,41.2,"[33.3, 52.2]",Pacific
Lung and Bronchus,All,Pend Oreille,2016-2020,All,Male,All,6738,6,48.1,"[31.6, 76.3]",Pend Oreille
Lung and Bronchus,All,Pend Oreille,2016-2020,All,Female,All,6542,4,33.0,"[20.3, 59.2]",Pend Oreille
Lung and Bronchus,All,Pend Oreille,2016-2020,All,All,All,13280,10,40.8,"[30.0, 57.3]",Pend Oreille
Lung and Bronchus,All,Pierce,2016-2020,All,Male,All,442332,183,41.9,"[39.1, 44.8]",Pierce
Lung and Bronchus,All,Pierce,2016-2020,All,Female,All,449353,169,31.1,"[29.0, 33.3]",Pierce
Lung and Bronchus,All,Pierce,2016-2020,All,All,All,891685,352,35.8,"[34.1, 37.6]",Pierce
Lung and Bronchus,All,San Juan,2016-2020,All,Male,All,8396,3,17.5,"[10.0, 38.9]",San Juan
Lung and Bronchus,All,San Juan,2016-2020,All,Female,All,8842,5,26.6,"[16.8, 48.8]",San Juan
Lung and Bronchus,All,San Juan,2016-2020,All,All,All,17238,8,22.6,"[16.1, 35.1]",San Juan
Lung and Bronchus,All,Skagit,2016-2020,All,Male,All,62062,35,39.4,"[33.7, 46.1]",Skagit
Lung and Bronchus,All,Skagit,2016-2020,All,Female,All,63868,33,29.9,"[25.4, 35.4]",Skagit
Lung and Bronchus,All,Skagit,2016-2020,All,All,All,125929,68,34.2,"[30.6, 38.2]",Skagit
Lung and Bronchus,All,Skamania,2016-2020,All,Male,All,5817,3,37.3,"[20.6, 69.3]",Skamania
Lung and Bronchus,All,Skamania,2016-2020,All,Female,All,5607,2,30.7,"[15.3, 63.2]",Skamania
Lung and Bronchus,All,Skamania,2016-2020,All,All,All,11424,6,34.0,"[22.1, 53.3]",Skamania
Lung and Bronchus,All,Snohomish,2016-2020,All,Male,All,399947,145,37.5,"[34.7, 40.5]",Snohomish
Lung and Bronchus,All,Snohomish,2016-2020,All,Female,All,400972,145,30.6,"[28.4, 33.0]",Snohomish
Lung and Bronchus,All,Snohomish,2016-2020,All,All,All,800919,290,33.5,"[31.8, 35.4]",Snohomish
Lung and Bronchus,All,Spokane,2016-2020,All,Male,All,258269,112,37.8,"[34.7, 41.2]",Spokane
Lung and Bronchus,All,Spokane,2016-2020,All,Female,All,263176,115,32.4,"[29.7, 35.2]",Spokane
Lung and Bronchus,All,Spokane,2016-2020,All,All,All,521445,228,34.8,"[32.8, 37.0]",Spokane
Lung and Bronchus,All,Stevens,2016-2020,All,Male,All,22895,15,37.3,"[28.9, 48.6]",Stevens
Lung and Bronchus,All,Stevens,2016-2020,All,Female,All,22748,13,34.6,"[26.5, 45.8]",Stevens
Lung and Bronchus,All,Stevens,2016-2020,All,All,All,45643,28,36.3,"[30.3, 43.7]",Stevens
Lung and Bronchus,All,Thurston,2016-2020,All,Male,All,139164,63,38.6,"[34.3, 43.3]",Thurston
Lung and Bronchus,All,Thurston,2016-2020,All,Female,All,146165,61,29.4,"[26.1, 33.1]",Thurston
Lung and Bronchus,All,Thurston,2016-2020,All,All,All,285329,123,33.4,"[30.8, 36.2]",Thurston
Lung and Bronchus,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Lung and Bronchus,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Lung and Bronchus,All,Wahkiakum,2016-2020,All,All,All,4299,2,26.9,"[13.6, 66.0]",Wahkiakum
Lung and Bronchus,All,Walla Walla,2016-2020,All,Male,All,31463,15,36.9,"[28.8, 47.0]",Walla Walla
Lung and Bronchus,All,Walla Walla,2016-2020,All,Female,All,30305,14,27.8,"[21.5, 36.1]",Walla Walla
Lung and Bronchus,All,Walla Walla,2016-2020,All,All,All,61767,29,31.8,"[26.7, 37.9]",Walla Walla
Lung and Bronchus,All,Whatcom,2016-2020,All,Male,All,108211,44,33.4,"[29.0, 38.4]",Whatcom
Lung and Bronchus,All,Whatcom,2016-2020,All,Female,All,111712,39,25.8,"[22.2, 30.0]",Whatcom
Lung and Bronchus,All,Whatcom,2016-2020,All,All,All,219923,82,29.3,"[26.4, 32.3]",Whatcom
Lung and Bronchus,All,Whitman,2016-2020,All,Male,All,23667,4,20.0,"[12.0, 32.3]",Whitman
Lung and Bronchus,All,Whitman,2016-2020,All,Female,All,23662,6,26.0,"[17.3, 38.8]",Whitman
Lung and Bronchus,All,Whitman,2016-2020,All,All,All,47329,10,23.2,"[17.1, 31.3]",Whitman
Lung and Bronchus,All,Yakima,2016-2020,All,Male,All,126641,48,37.5,"[32.8, 42.8]",Yakima
Lung and Bronchus,All,Yakima,2016-2020,All,Female,All,127169,49,33.4,"[29.2, 38.0]",Yakima
Lung and Bronchus,All,Yakima,2016-2020,All,All,All,253810,96,35.1,"[32.0, 38.4]",Yakima
Melanoma of the Skin,Invasive,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Melanoma of the Skin,Invasive,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Melanoma of the Skin,Invasive,Adams,2016-2020,All,All,All,20172,NR,NR,NR,Adams
Melanoma of the Skin,Invasive,Asotin,2016-2020,All,Male,All,10756,NR,NR,NR,Asotin
Melanoma of the Skin,Invasive,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Melanoma of the Skin,Invasive,Asotin,2016-2020,All,All,All,22126,NR,NR,NR,Asotin
Melanoma of the Skin,Invasive,Benton,2016-2020,All,Male,All,98978,3,2.5,"[1.3, 4.4]",Benton
Melanoma of the Skin,Invasive,Benton,2016-2020,All,Female,All,99958,4,2.8,"[1.6, 4.6]",Benton
Melanoma of the Skin,Invasive,Benton,2016-2020,All,All,All,198936,6,2.7,"[1.8, 3.9]",Benton
Melanoma of the Skin,Invasive,Chelan,2016-2020,All,Male,All,38595,2,3.9,"[1.8, 7.9]",Chelan
Melanoma of the Skin,Invasive,Chelan,2016-2020,All,Female,All,38682,NR,NR,NR,Chelan
Melanoma of the Skin,Invasive,Chelan,2016-2020,All,All,All,77278,3,3.1,"[1.8, 5.4]",Chelan
Melanoma of the Skin,Invasive,Clallam,2016-2020,All,Male,All,37283,3,3.9,"[2.2, 7.8]",Clallam
Melanoma of the Skin,Invasive,Clallam,2016-2020,All,Female,All,38345,NR,NR,NR,Clallam
Melanoma of the Skin,Invasive,Clallam,2016-2020,All,All,All,75628,5,3.0,"[1.9, 5.0]",Clallam
Melanoma of the Skin,Invasive,Clark,2016-2020,All,Male,All,237977,9,3.4,"[2.5, 4.7]",Clark
Melanoma of the Skin,Invasive,Clark,2016-2020,All,Female,All,243884,3,1.1,"[0.6, 1.9]",Clark
Melanoma of the Skin,Invasive,Clark,2016-2020,All,All,All,481861,12,2.2,"[1.7, 2.9]",Clark
Melanoma of the Skin,Invasive,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Melanoma of the Skin,Invasive,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Melanoma of the Skin,Invasive,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Melanoma of the Skin,Invasive,Cowlitz,2016-2020,All,Male,All,53421,3,4.4,"[2.4, 7.7]",Cowlitz
Melanoma of the Skin,Invasive,Cowlitz,2016-2020,All,Female,All,54522,NR,NR,NR,Cowlitz
Melanoma of the Skin,Invasive,Cowlitz,2016-2020,All,All,All,107943,4,3.1,"[1.9, 4.9]",Cowlitz
Melanoma of the Skin,Invasive,Douglas,2016-2020,All,Male,All,20946,NR,NR,NR,Douglas
Melanoma of the Skin,Invasive,Douglas,2016-2020,All,Female,All,20701,NR,NR,NR,Douglas
Melanoma of the Skin,Invasive,Douglas,2016-2020,All,All,All,41647,NR,NR,NR,Douglas
Melanoma of the Skin,Invasive,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Melanoma of the Skin,Invasive,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Melanoma of the Skin,Invasive,Ferry,2016-2020,All,All,All,7245,NR,NR,NR,Ferry
Melanoma of the Skin,Invasive,Franklin,2016-2020,All,Male,All,47829,NR,NR,NR,Franklin
Melanoma of the Skin,Invasive,Franklin,2016-2020,All,Female,All,44703,NR,NR,NR,Franklin
Melanoma of the Skin,Invasive,Franklin,2016-2020,All,All,All,92532,NR,NR,NR,Franklin
Melanoma of the Skin,Invasive,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Melanoma of the Skin,Invasive,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Melanoma of the Skin,Invasive,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Melanoma of the Skin,Invasive,Grant,2016-2020,All,Male,All,49209,NR,NR,NR,Grant
Melanoma of the Skin,Invasive,Grant,2016-2020,All,Female,All,46950,NR,NR,NR,Grant
Melanoma of the Skin,Invasive,Grant,2016-2020,All,All,All,96159,NR,NR,NR,Grant
Melanoma of the Skin,Invasive,Grays Harbor,2016-2020,All,Male,All,38179,2,3.6,"[1.6, 7.6]",Grays Harbor
Melanoma of the Skin,Invasive,Grays Harbor,2016-2020,All,Female,All,36373,NR,NR,NR,Grays Harbor
Melanoma of the Skin,Invasive,Grays Harbor,2016-2020,All,All,All,74552,3,2.7,"[1.5, 4.9]",Grays Harbor
Melanoma of the Skin,Invasive,Island,2016-2020,All,Male,All,42072,4,5.6,"[3.2, 9.9]",Island
Melanoma of the Skin,Invasive,Island,2016-2020,All,Female,All,42860,NR,NR,NR,Island
Melanoma of the Skin,Invasive,Island,2016-2020,All,All,All,84932,5,3.9,"[2.4, 6.3]",Island
Melanoma of the Skin,Invasive,Jefferson,2016-2020,All,Male,All,15920,NR,NR,NR,Jefferson
Melanoma of the Skin,Invasive,Jefferson,2016-2020,All,Female,All,16416,NR,NR,NR,Jefferson
Melanoma of the Skin,Invasive,Jefferson,2016-2020,All,All,All,32336,2,2.5,"[1.2, 7.8]",Jefferson
Melanoma of the Skin,Invasive,King,2016-2020,All,Male,All,1096115,28,2.7,"[2.3, 3.3]",King
Melanoma of the Skin,Invasive,King,2016-2020,All,Female,All,1094637,15,1.2,"[0.9, 1.5]",King
Melanoma of the Skin,Invasive,King,2016-2020,All,All,All,2190752,43,1.9,"[1.6, 2.2]",King
Melanoma of the Skin,Invasive,Kitsap,2016-2020,All,Male,All,136205,4,2.1,"[1.3, 3.5]",Kitsap
Melanoma of the Skin,Invasive,Kitsap,2016-2020,All,Female,All,132989,2,1.4,"[0.7, 2.6]",Kitsap
Melanoma of the Skin,Invasive,Kitsap,2016-2020,All,All,All,269194,6,1.7,"[1.2, 2.6]",Kitsap
Melanoma of the Skin,Invasive,Kittitas,2016-2020,All,Male,All,22480,NR,NR,NR,Kittitas
Melanoma of the Skin,Invasive,Kittitas,2016-2020,All,Female,All,22165,NR,NR,NR,Kittitas
Melanoma of the Skin,Invasive,Kittitas,2016-2020,All,All,All,44645,NR,NR,NR,Kittitas
Melanoma of the Skin,Invasive,Klickitat,2016-2020,All,Male,All,11295,NR,NR,NR,Klickitat
Melanoma of the Skin,Invasive,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Melanoma of the Skin,Invasive,Klickitat,2016-2020,All,All,All,22113,NR,NR,NR,Klickitat
Melanoma of the Skin,Invasive,Lewis,2016-2020,All,Male,All,40168,3,6.1,"[3.5, 10.4]",Lewis
Melanoma of the Skin,Invasive,Lewis,2016-2020,All,Female,All,40148,NR,NR,NR,Lewis
Melanoma of the Skin,Invasive,Lewis,2016-2020,All,All,All,80317,4,3.4,"[2.1, 5.6]",Lewis
Melanoma of the Skin,Invasive,Lincoln,2016-2020,All,Male,All,5414,NR,NR,NR,Lincoln
Melanoma of the Skin,Invasive,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Melanoma of the Skin,Invasive,Lincoln,2016-2020,All,All,All,10765,NR,NR,NR,Lincoln
Melanoma of the Skin,Invasive,Mason,2016-2020,All,Male,All,33239,2,5.4,"[2.6, 10.5]",Mason
Melanoma of the Skin,Invasive,Mason,2016-2020,All,Female,All,31257,NR,NR,NR,Mason
Melanoma of the Skin,Invasive,Mason,2016-2020,All,All,All,64496,4,3.8,"[2.1, 6.6]",Mason
Melanoma of the Skin,Invasive,Okanogan,2016-2020,All,Male,All,21467,NR,NR,NR,Okanogan
Melanoma of the Skin,Invasive,Okanogan,2016-2020,All,Female,All,20466,NR,NR,NR,Okanogan
Melanoma of the Skin,Invasive,Okanogan,2016-2020,All,All,All,41932,3,3.9,"[2.1, 7.6]",Okanogan
Melanoma of the Skin,Invasive,Pacific,2016-2020,All,Male,All,11357,NR,NR,NR,Pacific
Melanoma of the Skin,Invasive,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Melanoma of the Skin,Invasive,Pacific,2016-2020,All,All,All,22755,NR,NR,NR,Pacific
Melanoma of the Skin,Invasive,Pend Oreille,2016-2020,All,Male,All,6738,NR,NR,NR,Pend Oreille
Melanoma of the Skin,Invasive,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Melanoma of the Skin,Invasive,Pend Oreille,2016-2020,All,All,All,13280,NR,NR,NR,Pend Oreille
Melanoma of the Skin,Invasive,Pierce,2016-2020,All,Male,All,442332,16,4.0,"[3.1, 5.0]",Pierce
Melanoma of the Skin,Invasive,Pierce,2016-2020,All,Female,All,449353,7,1.4,"[0.9, 1.9]",Pierce
