Cancer.Site,Stage.At.Diagnosis,Geography,Year,Age.Group,Gender,Race,Average.Annual.Population,Average.Annual.Observations,Age.Adj..Rate.per.100.000,X95..CI,counties
Liver and Intrahepatic Bile Duct,All,King,2016-2020,All,All,All,2190752,230,9.5,"[8.9, 10.0]",King
Liver and Intrahepatic Bile Duct,All,Kitsap,2016-2020,All,Male,All,136205,25,13.4,"[11.1, 16.2]",Kitsap
Liver and Intrahepatic Bile Duct,All,Kitsap,2016-2020,All,Female,All,132989,12,6.1,"[4.6, 8.0]",Kitsap
Liver and Intrahepatic Bile Duct,All,Kitsap,2016-2020,All,All,All,269194,37,9.5,"[8.2, 11.1]",Kitsap
Liver and Intrahepatic Bile Duct,All,Kittitas,2016-2020,All,Male,All,22480,2,8.8,"[4.5, 16.9]",Kittitas
Liver and Intrahepatic Bile Duct,All,Kittitas,2016-2020,All,Female,All,22165,NR,NR,NR,Kittitas
Liver and Intrahepatic Bile Duct,All,Kittitas,2016-2020,All,All,All,44645,4,6.5,"[3.9, 10.9]",Kittitas
Liver and Intrahepatic Bile Duct,All,Klickitat,2016-2020,All,Male,All,11295,NR,NR,NR,Klickitat
Liver and Intrahepatic Bile Duct,All,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Liver and Intrahepatic Bile Duct,All,Klickitat,2016-2020,All,All,All,22113,3,7.2,"[3.6, 14.7]",Klickitat
Liver and Intrahepatic Bile Duct,All,Lewis,2016-2020,All,Male,All,40168,5,8.1,"[5.2, 12.7]",Lewis
Liver and Intrahepatic Bile Duct,All,Lewis,2016-2020,All,Female,All,40148,4,6.6,"[3.9, 11.2]",Lewis
Liver and Intrahepatic Bile Duct,All,Lewis,2016-2020,All,All,All,80317,9,7.3,"[5.2, 10.1]",Lewis
Liver and Intrahepatic Bile Duct,All,Lincoln,2016-2020,All,Male,All,5414,NR,NR,NR,Lincoln
Liver and Intrahepatic Bile Duct,All,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Liver and Intrahepatic Bile Duct,All,Lincoln,2016-2020,All,All,All,10765,NR,NR,NR,Lincoln
Liver and Intrahepatic Bile Duct,All,Mason,2016-2020,All,Male,All,33239,9,15.8,"[11.4, 22.1]",Mason
Liver and Intrahepatic Bile Duct,All,Mason,2016-2020,All,Female,All,31257,4,7.6,"[4.4, 13.3]",Mason
Liver and Intrahepatic Bile Duct,All,Mason,2016-2020,All,All,All,64496,13,11.5,"[8.8, 15.3]",Mason
Liver and Intrahepatic Bile Duct,All,Okanogan,2016-2020,All,Male,All,21467,5,14.9,"[9.6, 23.5]",Okanogan
Liver and Intrahepatic Bile Duct,All,Okanogan,2016-2020,All,Female,All,20466,3,7.1,"[3.7, 14.6]",Okanogan
Liver and Intrahepatic Bile Duct,All,Okanogan,2016-2020,All,All,All,41932,8,11.3,"[7.9, 16.2]",Okanogan
Liver and Intrahepatic Bile Duct,All,Pacific,2016-2020,All,Male,All,11357,4,16.8,"[9.9, 30.6]",Pacific
Liver and Intrahepatic Bile Duct,All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Liver and Intrahepatic Bile Duct,All,Pacific,2016-2020,All,All,All,22755,5,11.0,"[7.1, 18.6]",Pacific
Liver and Intrahepatic Bile Duct,All,Pend Oreille,2016-2020,All,Male,All,6738,NR,NR,NR,Pend Oreille
Liver and Intrahepatic Bile Duct,All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Liver and Intrahepatic Bile Duct,All,Pend Oreille,2016-2020,All,All,All,13280,NR,NR,NR,Pend Oreille
Liver and Intrahepatic Bile Duct,All,Pierce,2016-2020,All,Male,All,442332,75,15.2,"[13.7, 16.9]",Pierce
Liver and Intrahepatic Bile Duct,All,Pierce,2016-2020,All,Female,All,449353,32,5.7,"[4.8, 6.7]",Pierce
Liver and Intrahepatic Bile Duct,All,Pierce,2016-2020,All,All,All,891685,107,10.1,"[9.3, 11.1]",Pierce
Liver and Intrahepatic Bile Duct,All,San Juan,2016-2020,All,Male,All,8396,3,11.9,"[6.2, 32.4]",San Juan
Liver and Intrahepatic Bile Duct,All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Liver and Intrahepatic Bile Duct,All,San Juan,2016-2020,All,All,All,17238,4,11.2,"[6.4, 22.5]",San Juan
Liver and Intrahepatic Bile Duct,All,Skagit,2016-2020,All,Male,All,62062,13,13.6,"[10.3, 17.8]",Skagit
Liver and Intrahepatic Bile Duct,All,Skagit,2016-2020,All,Female,All,63868,7,6.8,"[4.6, 10.0]",Skagit
Liver and Intrahepatic Bile Duct,All,Skagit,2016-2020,All,All,All,125929,20,10.1,"[8.1, 12.5]",Skagit
Liver and Intrahepatic Bile Duct,All,Skamania,2016-2020,All,Male,All,5817,NR,NR,NR,Skamania
Liver and Intrahepatic Bile Duct,All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Liver and Intrahepatic Bile Duct,All,Skamania,2016-2020,All,All,All,11424,NR,NR,NR,Skamania
Liver and Intrahepatic Bile Duct,All,Snohomish,2016-2020,All,Male,All,399947,69,14.9,"[13.3, 16.7]",Snohomish
Liver and Intrahepatic Bile Duct,All,Snohomish,2016-2020,All,Female,All,400972,28,5.8,"[4.8, 6.8]",Snohomish
Liver and Intrahepatic Bile Duct,All,Snohomish,2016-2020,All,All,All,800919,97,10.1,"[9.2, 11.0]",Snohomish
Liver and Intrahepatic Bile Duct,All,Spokane,2016-2020,All,Male,All,258269,38,11.5,"[9.9, 13.3]",Spokane
Liver and Intrahepatic Bile Duct,All,Spokane,2016-2020,All,Female,All,263176,16,4.5,"[3.6, 5.7]",Spokane
Liver and Intrahepatic Bile Duct,All,Spokane,2016-2020,All,All,All,521445,54,7.8,"[6.8, 8.8]",Spokane
Liver and Intrahepatic Bile Duct,All,Stevens,2016-2020,All,Male,All,22895,2,5.4,"[2.6, 11.9]",Stevens
Liver and Intrahepatic Bile Duct,All,Stevens,2016-2020,All,Female,All,22748,NR,NR,NR,Stevens
Liver and Intrahepatic Bile Duct,All,Stevens,2016-2020,All,All,All,45643,4,4.3,"[2.5, 7.8]",Stevens
Liver and Intrahepatic Bile Duct,All,Thurston,2016-2020,All,Male,All,139164,22,12.0,"[9.8, 14.6]",Thurston
Liver and Intrahepatic Bile Duct,All,Thurston,2016-2020,All,Female,All,146165,12,5.7,"[4.4, 7.6]",Thurston
Liver and Intrahepatic Bile Duct,All,Thurston,2016-2020,All,All,All,285329,34,8.6,"[7.3, 10.1]",Thurston
Liver and Intrahepatic Bile Duct,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Liver and Intrahepatic Bile Duct,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Liver and Intrahepatic Bile Duct,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Liver and Intrahepatic Bile Duct,All,Walla Walla,2016-2020,All,Male,All,31463,4,9.2,"[5.6, 15.0]",Walla Walla
Liver and Intrahepatic Bile Duct,All,Walla Walla,2016-2020,All,Female,All,30305,NR,NR,NR,Walla Walla
Liver and Intrahepatic Bile Duct,All,Walla Walla,2016-2020,All,All,All,61767,6,6.6,"[4.4, 9.9]",Walla Walla
Liver and Intrahepatic Bile Duct,All,Whatcom,2016-2020,All,Male,All,108211,15,10.9,"[8.6, 13.9]",Whatcom
Liver and Intrahepatic Bile Duct,All,Whatcom,2016-2020,All,Female,All,111712,6,4.0,"[2.6, 5.9]",Whatcom
Liver and Intrahepatic Bile Duct,All,Whatcom,2016-2020,All,All,All,219923,21,7.3,"[6.0, 9.0]",Whatcom
Liver and Intrahepatic Bile Duct,All,Whitman,2016-2020,All,Male,All,23667,NR,NR,NR,Whitman
Liver and Intrahepatic Bile Duct,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Liver and Intrahepatic Bile Duct,All,Whitman,2016-2020,All,All,All,47329,NR,NR,NR,Whitman
Liver and Intrahepatic Bile Duct,All,Yakima,2016-2020,All,Male,All,126641,21,15.3,"[12.4, 18.6]",Yakima
Liver and Intrahepatic Bile Duct,All,Yakima,2016-2020,All,Female,All,127169,8,5.4,"[3.8, 7.5]",Yakima
Liver and Intrahepatic Bile Duct,All,Yakima,2016-2020,All,All,All,253810,29,10.2,"[8.6, 12.1]",Yakima
Lung and Bronchus,All,Adams,2016-2020,All,Male,All,10282,5,57.0,"[36.0, 87.3]",Adams
Lung and Bronchus,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Lung and Bronchus,All,Adams,2016-2020,All,All,All,20172,7,37.8,"[25.9, 53.7]",Adams
Lung and Bronchus,All,Asotin,2016-2020,All,Male,All,10756,7,38.5,"[26.7, 56.6]",Asotin
Lung and Bronchus,All,Asotin,2016-2020,All,Female,All,11370,9,43.6,"[31.5, 61.4]",Asotin
Lung and Bronchus,All,Asotin,2016-2020,All,All,All,22126,16,40.6,"[32.1, 52.0]",Asotin
Lung and Bronchus,All,Benton,2016-2020,All,Male,All,98978,43,39.4,"[34.2, 45.3]",Benton
Lung and Bronchus,All,Benton,2016-2020,All,Female,All,99958,49,39.2,"[34.4, 44.7]",Benton
Lung and Bronchus,All,Benton,2016-2020,All,All,All,198936,92,39.1,"[35.6, 43.0]",Benton
Lung and Bronchus,All,Chelan,2016-2020,All,Male,All,38595,26,48.5,"[40.4, 58.2]",Chelan
Lung and Bronchus,All,Chelan,2016-2020,All,Female,All,38682,30,49.0,"[41.4, 58.2]",Chelan
Lung and Bronchus,All,Chelan,2016-2020,All,All,All,77278,56,48.7,"[43.1, 55.1]",Chelan
Lung and Bronchus,All,Clallam,2016-2020,All,Male,All,37283,41,54.5,"[46.9, 63.7]",Clallam
Lung and Bronchus,All,Clallam,2016-2020,All,Female,All,38345,47,57.2,"[49.6, 66.5]",Clallam
Lung and Bronchus,All,Clallam,2016-2020,All,All,All,75628,88,55.9,"[50.5, 62.1]",Clallam
Lung and Bronchus,All,Clark,2016-2020,All,Male,All,237977,134,51.2,"[47.3, 55.4]",Clark
Lung and Bronchus,All,Clark,2016-2020,All,Female,All,243884,140,45.2,"[41.9, 48.8]",Clark
Lung and Bronchus,All,Clark,2016-2020,All,All,All,481861,275,47.8,"[45.3, 50.5]",Clark
Lung and Bronchus,All,Columbia,2016-2020,All,Male,All,1973,2,51.5,"[24.0, 122.9]",Columbia
Lung and Bronchus,All,Columbia,2016-2020,All,Female,All,1998,2,56.4,"[25.3, 136.1]",Columbia
Lung and Bronchus,All,Columbia,2016-2020,All,All,All,3971,4,55.9,"[33.0, 99.1]",Columbia
Lung and Bronchus,All,Cowlitz,2016-2020,All,Male,All,53421,45,62.8,"[54.6, 72.0]",Cowlitz
Lung and Bronchus,All,Cowlitz,2016-2020,All,Female,All,54522,47,57.7,"[50.4, 66.1]",Cowlitz
Lung and Bronchus,All,Cowlitz,2016-2020,All,All,All,107943,92,59.8,"[54.3, 65.7]",Cowlitz
Lung and Bronchus,All,Douglas,2016-2020,All,Male,All,20946,14,55.7,"[43.3, 71.2]",Douglas
Lung and Bronchus,All,Douglas,2016-2020,All,Female,All,20701,15,53.1,"[41.8, 67.3]",Douglas
Lung and Bronchus,All,Douglas,2016-2020,All,All,All,41647,30,53.7,"[45.3, 63.6]",Douglas
Lung and Bronchus,All,Ferry,2016-2020,All,Male,All,3694,3,41.2,"[20.7, 86.7]",Ferry
Lung and Bronchus,All,Ferry,2016-2020,All,Female,All,3550,3,44.0,"[23.8, 89.4]",Ferry
Lung and Bronchus,All,Ferry,2016-2020,All,All,All,7245,6,42.6,"[27.6, 68.8]",Ferry
Lung and Bronchus,All,Franklin,2016-2020,All,Male,All,47829,17,49.0,"[38.9, 61.5]",Franklin
Lung and Bronchus,All,Franklin,2016-2020,All,Female,All,44703,11,31.8,"[23.9, 41.7]",Franklin
Lung and Bronchus,All,Franklin,2016-2020,All,All,All,92532,29,40.4,"[33.9, 48.0]",Franklin
Lung and Bronchus,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Lung and Bronchus,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Lung and Bronchus,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Lung and Bronchus,All,Grant,2016-2020,All,Male,All,49209,26,49.3,"[41.0, 59.0]",Grant
Lung and Bronchus,All,Grant,2016-2020,All,Female,All,46950,26,47.7,"[39.8, 56.9]",Grant
Lung and Bronchus,All,Grant,2016-2020,All,All,All,96159,52,47.9,"[42.2, 54.2]",Grant
Lung and Bronchus,All,Grays Harbor,2016-2020,All,Male,All,38179,35,60.7,"[51.6, 71.2]",Grays Harbor
Lung and Bronchus,All,Grays Harbor,2016-2020,All,Female,All,36373,41,64.9,"[56.0, 75.3]",Grays Harbor
Lung and Bronchus,All,Grays Harbor,2016-2020,All,All,All,74552,75,62.6,"[56.2, 69.7]",Grays Harbor
Lung and Bronchus,All,Island,2016-2020,All,Male,All,42072,35,49.1,"[41.8, 58.0]",Island
Lung and Bronchus,All,Island,2016-2020,All,Female,All,42860,37,47.5,"[40.7, 55.8]",Island
Lung and Bronchus,All,Island,2016-2020,All,All,All,84932,72,48.3,"[43.3, 54.1]",Island
Lung and Bronchus,All,Jefferson,2016-2020,All,Male,All,15920,18,43.0,"[34.3, 57.0]",Jefferson
Lung and Bronchus,All,Jefferson,2016-2020,All,Female,All,16416,19,46.2,"[36.3, 62.1]",Jefferson
Lung and Bronchus,All,Jefferson,2016-2020,All,All,All,32336,37,44.5,"[37.9, 53.8]",Jefferson
Lung and Bronchus,All,King,2016-2020,All,Male,All,1096115,487,47.2,"[45.3, 49.2]",King
Lung and Bronchus,All,King,2016-2020,All,Female,All,1094637,529,42.3,"[40.7, 44.0]",King
Lung and Bronchus,All,King,2016-2020,All,All,All,2190752,1016,44.3,"[43.1, 45.6]",King
Lung and Bronchus,All,Kitsap,2016-2020,All,Male,All,136205,95,56.5,"[51.4, 62.1]",Kitsap
Lung and Bronchus,All,Kitsap,2016-2020,All,Female,All,132989,93,48.2,"[43.8, 53.0]",Kitsap
Lung and Bronchus,All,Kitsap,2016-2020,All,All,All,269194,188,51.8,"[48.4, 55.3]",Kitsap
Lung and Bronchus,All,Kittitas,2016-2020,All,Male,All,22480,14,48.6,"[37.5, 63.0]",Kittitas
Lung and Bronchus,All,Kittitas,2016-2020,All,Female,All,22165,12,40.4,"[30.5, 53.5]",Kittitas
Lung and Bronchus,All,Kittitas,2016-2020,All,All,All,44645,25,44.0,"[36.6, 53.1]",Kittitas
Lung and Bronchus,All,Klickitat,2016-2020,All,Male,All,11295,14,68.9,"[52.9, 90.8]",Klickitat
Lung and Bronchus,All,Klickitat,2016-2020,All,Female,All,10818,8,43.5,"[30.5, 63.3]",Klickitat
Lung and Bronchus,All,Klickitat,2016-2020,All,All,All,22113,22,56.5,"[45.9, 70.1]",Klickitat
Lung and Bronchus,All,Lewis,2016-2020,All,Male,All,40168,31,52.2,"[44.0, 61.9]",Lewis
Lung and Bronchus,All,Lewis,2016-2020,All,Female,All,40148,35,52.4,"[44.8, 61.4]",Lewis
Lung and Bronchus,All,Lewis,2016-2020,All,All,All,80317,66,51.9,"[46.4, 58.3]",Lewis
Lung and Bronchus,All,Lincoln,2016-2020,All,Male,All,5414,3,34.3,"[19.2, 64.9]",Lincoln
Lung and Bronchus,All,Lincoln,2016-2020,All,Female,All,5351,4,31.1,"[18.3, 60.3]",Lincoln
Lung and Bronchus,All,Lincoln,2016-2020,All,All,All,10765,7,32.4,"[22.2, 49.8]",Lincoln
Lung and Bronchus,All,Mason,2016-2020,All,Male,All,33239,38,72.4,"[62.2, 84.5]",Mason
Lung and Bronchus,All,Mason,2016-2020,All,Female,All,31257,39,72.1,"[62.0, 84.2]",Mason
Lung and Bronchus,All,Mason,2016-2020,All,All,All,64496,77,72.2,"[64.9, 80.3]",Mason
Lung and Bronchus,All,Okanogan,2016-2020,All,Male,All,21467,19,54.4,"[43.5, 68.1]",Okanogan
Lung and Bronchus,All,Okanogan,2016-2020,All,Female,All,20466,22,62.7,"[51.2, 77.5]",Okanogan
Lung and Bronchus,All,Okanogan,2016-2020,All,All,All,41932,41,58.7,"[50.6, 68.1]",Okanogan
Lung and Bronchus,All,Pacific,2016-2020,All,Male,All,11357,16,70.1,"[55.0, 91.1]",Pacific
Lung and Bronchus,All,Pacific,2016-2020,All,Female,All,11398,15,58.0,"[44.8, 78.9]",Pacific
Lung and Bronchus,All,Pacific,2016-2020,All,All,All,22755,31,64.3,"[54.0, 77.5]",Pacific
Lung and Bronchus,All,Pend Oreille,2016-2020,All,Male,All,6738,8,65.9,"[45.9, 97.1]",Pend Oreille
Lung and Bronchus,All,Pend Oreille,2016-2020,All,Female,All,6542,5,41.6,"[25.9, 70.8]",Pend Oreille
Lung and Bronchus,All,Pend Oreille,2016-2020,All,All,All,13280,14,54.0,"[40.8, 72.8]",Pend Oreille
Lung and Bronchus,All,Pierce,2016-2020,All,Male,All,442332,286,63.6,"[60.3, 67.2]",Pierce
Lung and Bronchus,All,Pierce,2016-2020,All,Female,All,449353,303,55.4,"[52.6, 58.3]",Pierce
Lung and Bronchus,All,Pierce,2016-2020,All,All,All,891685,590,58.8,"[56.7, 61.0]",Pierce
Lung and Bronchus,All,San Juan,2016-2020,All,Male,All,8396,6,28.5,"[19.0, 50.8]",San Juan
Lung and Bronchus,All,San Juan,2016-2020,All,Female,All,8842,8,37.6,"[26.2, 60.6]",San Juan
Lung and Bronchus,All,San Juan,2016-2020,All,All,All,17238,14,33.8,"[26.0, 47.1]",San Juan
Lung and Bronchus,All,Skagit,2016-2020,All,Male,All,62062,59,63.9,"[56.7, 72.1]",Skagit
Lung and Bronchus,All,Skagit,2016-2020,All,Female,All,63868,58,53.9,"[47.7, 61.0]",Skagit
Lung and Bronchus,All,Skagit,2016-2020,All,All,All,125929,117,58.2,"[53.5, 63.4]",Skagit
Lung and Bronchus,All,Skamania,2016-2020,All,Male,All,5817,4,45.3,"[26.7, 78.7]",Skamania
Lung and Bronchus,All,Skamania,2016-2020,All,Female,All,5607,4,41.7,"[24.4, 74.9]",Skamania
Lung and Bronchus,All,Skamania,2016-2020,All,All,All,11424,8,43.1,"[30.0, 63.3]",Skamania
Lung and Bronchus,All,Snohomish,2016-2020,All,Male,All,399947,232,57.7,"[54.2, 61.3]",Snohomish
Lung and Bronchus,All,Snohomish,2016-2020,All,Female,All,400972,254,53.3,"[50.4, 56.4]",Snohomish
Lung and Bronchus,All,Snohomish,2016-2020,All,All,All,800919,486,55.1,"[52.8, 57.4]",Snohomish
Lung and Bronchus,All,Spokane,2016-2020,All,Male,All,258269,142,45.9,"[42.5, 49.5]",Spokane
Lung and Bronchus,All,Spokane,2016-2020,All,Female,All,263176,159,44.7,"[41.6, 48.0]",Spokane
Lung and Bronchus,All,Spokane,2016-2020,All,All,All,521445,301,45.0,"[42.7, 47.4]",Spokane
Lung and Bronchus,All,Stevens,2016-2020,All,Male,All,22895,18,45.7,"[36.4, 57.9]",Stevens
Lung and Bronchus,All,Stevens,2016-2020,All,Female,All,22748,18,48.9,"[38.9, 62.0]",Stevens
Lung and Bronchus,All,Stevens,2016-2020,All,All,All,45643,36,47.4,"[40.5, 55.8]",Stevens
Lung and Bronchus,All,Thurston,2016-2020,All,Male,All,139164,102,60.5,"[55.2, 66.2]",Thurston
Lung and Bronchus,All,Thurston,2016-2020,All,Female,All,146165,104,50.0,"[45.7, 54.7]",Thurston
Lung and Bronchus,All,Thurston,2016-2020,All,All,All,285329,206,54.4,"[51.1, 57.9]",Thurston
Lung and Bronchus,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Lung and Bronchus,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Lung and Bronchus,All,Wahkiakum,2016-2020,All,All,All,4299,2,26.9,"[13.4, 66.1]",Wahkiakum
Lung and Bronchus,All,Walla Walla,2016-2020,All,Male,All,31463,18,43.5,"[34.7, 54.4]",Walla Walla
Lung and Bronchus,All,Walla Walla,2016-2020,All,Female,All,30305,15,31.7,"[24.6, 40.8]",Walla Walla
Lung and Bronchus,All,Walla Walla,2016-2020,All,All,All,61767,32,36.9,"[31.3, 43.5]",Walla Walla
Lung and Bronchus,All,Whatcom,2016-2020,All,Male,All,108211,75,56.9,"[51.2, 63.3]",Whatcom
Lung and Bronchus,All,Whatcom,2016-2020,All,Female,All,111712,81,53.0,"[47.9, 58.7]",Whatcom
Lung and Bronchus,All,Whatcom,2016-2020,All,All,All,219923,156,54.3,"[50.5, 58.4]",Whatcom
Lung and Bronchus,All,Whitman,2016-2020,All,Male,All,23667,5,25.4,"[16.3, 38.7]",Whitman
Lung and Bronchus,All,Whitman,2016-2020,All,Female,All,23662,7,32.1,"[22.4, 45.8]",Whitman
Lung and Bronchus,All,Whitman,2016-2020,All,All,All,47329,12,28.9,"[22.0, 37.7]",Whitman
Lung and Bronchus,All,Yakima,2016-2020,All,Male,All,126641,61,46.7,"[41.5, 52.4]",Yakima
Lung and Bronchus,All,Yakima,2016-2020,All,Female,All,127169,62,42.7,"[38.0, 47.8]",Yakima
Lung and Bronchus,All,Yakima,2016-2020,All,All,All,253810,123,44.4,"[40.9, 48.1]",Yakima
Melanoma of the Skin,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Melanoma of the Skin,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Melanoma of the Skin,All,Adams,2016-2020,All,All,All,20172,3,17.8,"[9.9, 29.8]",Adams
Melanoma of the Skin,All,Asotin,2016-2020,All,Male,All,10756,11,62.6,"[46.7, 84.7]",Asotin
Melanoma of the Skin,All,Asotin,2016-2020,All,Female,All,11370,6,36.6,"[23.3, 56.5]",Asotin
Melanoma of the Skin,All,Asotin,2016-2020,All,All,All,22126,16,48.3,"[37.8, 61.7]",Asotin
Melanoma of the Skin,All,Benton,2016-2020,All,Male,All,98978,36,33.1,"[28.4, 38.6]",Benton
Melanoma of the Skin,All,Benton,2016-2020,All,Female,All,99958,24,21.7,"[17.9, 26.2]",Benton
Melanoma of the Skin,All,Benton,2016-2020,All,All,All,198936,60,27.1,"[24.0, 30.4]",Benton
Melanoma of the Skin,All,Chelan,2016-2020,All,Male,All,38595,47,91.3,"[79.5, 104.6]",Chelan
Melanoma of the Skin,All,Chelan,2016-2020,All,Female,All,38682,29,52.3,"[43.7, 62.5]",Chelan
Melanoma of the Skin,All,Chelan,2016-2020,All,All,All,77278,75,70.3,"[63.1, 78.3]",Chelan
Melanoma of the Skin,All,Clallam,2016-2020,All,Male,All,37283,73,100.1,"[89.3, 112.5]",Clallam
Melanoma of the Skin,All,Clallam,2016-2020,All,Female,All,38345,38,55.3,"[46.2, 66.3]",Clallam
Melanoma of the Skin,All,Clallam,2016-2020,All,All,All,75628,111,75.6,"[68.7, 83.4]",Clallam
Melanoma of the Skin,All,Clark,2016-2020,All,Male,All,237977,131,50.5,"[46.6, 54.7]",Clark
Melanoma of the Skin,All,Clark,2016-2020,All,Female,All,243884,92,31.4,"[28.5, 34.6]",Clark
Melanoma of the Skin,All,Clark,2016-2020,All,All,All,481861,223,39.8,"[37.4, 42.2]",Clark
Melanoma of the Skin,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Melanoma of the Skin,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Melanoma of the Skin,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Melanoma of the Skin,All,Cowlitz,2016-2020,All,Male,All,53421,32,43.8,"[37.1, 51.7]",Cowlitz
Melanoma of the Skin,All,Cowlitz,2016-2020,All,Female,All,54522,24,36.7,"[30.1, 44.5]",Cowlitz
Melanoma of the Skin,All,Cowlitz,2016-2020,All,All,All,107943,56,39.7,"[35.0, 44.9]",Cowlitz
Melanoma of the Skin,All,Douglas,2016-2020,All,Male,All,20946,17,66.1,"[52.5, 82.9]",Douglas
Melanoma of the Skin,All,Douglas,2016-2020,All,Female,All,20701,14,57.9,"[44.7, 74.3]",Douglas
Melanoma of the Skin,All,Douglas,2016-2020,All,All,All,41647,31,60.9,"[51.5, 72.0]",Douglas
Melanoma of the Skin,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Melanoma of the Skin,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Melanoma of the Skin,All,Ferry,2016-2020,All,All,All,7245,2,17.8,"[8.0, 40.4]",Ferry
Melanoma of the Skin,All,Franklin,2016-2020,All,Male,All,47829,7,19.0,"[13.2, 27.1]",Franklin
Melanoma of the Skin,All,Franklin,2016-2020,All,Female,All,44703,5,12.2,"[7.7, 18.7]",Franklin
Melanoma of the Skin,All,Franklin,2016-2020,All,All,All,92532,12,15.5,"[11.8, 20.2]",Franklin
Melanoma of the Skin,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Melanoma of the Skin,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Melanoma of the Skin,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Melanoma of the Skin,All,Grant,2016-2020,All,Male,All,49209,18,35.7,"[28.5, 44.3]",Grant
Melanoma of the Skin,All,Grant,2016-2020,All,Female,All,46950,8,15.4,"[11.0, 21.3]",Grant
Melanoma of the Skin,All,Grant,2016-2020,All,All,All,96159,26,25.2,"[20.9, 30.1]",Grant
Melanoma of the Skin,All,Grays Harbor,2016-2020,All,Male,All,38179,25,45.0,"[37.0, 54.6]",Grays Harbor
Melanoma of the Skin,All,Grays Harbor,2016-2020,All,Female,All,36373,20,39.9,"[31.8, 49.8]",Grays Harbor
Melanoma of the Skin,All,Grays Harbor,2016-2020,All,All,All,74552,45,41.7,"[36.0, 48.1]",Grays Harbor
Melanoma of the Skin,All,Island,2016-2020,All,Male,All,42072,65,98.2,"[87.2, 110.7]",Island
Melanoma of the Skin,All,Island,2016-2020,All,Female,All,42860,40,59.9,"[50.9, 70.4]",Island
Melanoma of the Skin,All,Island,2016-2020,All,All,All,84932,105,77.2,"[70.2, 84.9]",Island
Melanoma of the Skin,All,Jefferson,2016-2020,All,Male,All,15920,37,103.4,"[86.8, 124.9]",Jefferson
Melanoma of the Skin,All,Jefferson,2016-2020,All,Female,All,16416,22,64.9,"[50.3, 85.7]",Jefferson
Melanoma of the Skin,All,Jefferson,2016-2020,All,All,All,32336,59,83.5,"[72.4, 97.3]",Jefferson
Melanoma of the Skin,All,King,2016-2020,All,Male,All,1096115,838,78.3,"[75.9, 80.8]",King
Melanoma of the Skin,All,King,2016-2020,All,Female,All,1094637,676,55.3,"[53.4, 57.2]",King
Melanoma of the Skin,All,King,2016-2020,All,All,All,2190752,1514,64.8,"[63.3, 66.3]",King
Melanoma of the Skin,All,Kitsap,2016-2020,All,Male,All,136205,136,82.0,"[75.7, 88.7]",Kitsap
Melanoma of the Skin,All,Kitsap,2016-2020,All,Female,All,132989,90,51.0,"[46.2, 56.4]",Kitsap
Melanoma of the Skin,All,Kitsap,2016-2020,All,All,All,269194,226,64.9,"[61.0, 69.0]",Kitsap
Melanoma of the Skin,All,Kittitas,2016-2020,All,Male,All,22480,14,56.0,"[43.4, 72.0]",Kittitas
Melanoma of the Skin,All,Kittitas,2016-2020,All,Female,All,22165,10,37.8,"[27.7, 51.5]",Kittitas
Melanoma of the Skin,All,Kittitas,2016-2020,All,All,All,44645,24,45.9,"[37.8, 55.5]",Kittitas
Melanoma of the Skin,All,Klickitat,2016-2020,All,Male,All,11295,7,46.0,"[31.4, 67.2]",Klickitat
